Path,Name,name_cfg,name_png,BezelPath
./aa.zip,Aaargh!,aa.cfg,aa.png,/base/path/aa.cfg
./aceattac.zip,Ace Attacker,aceattac.cfg,aceattac.png,/base/path/aceattac.cfg
./acrobatm.zip,Acrobat Mission,acrobatm.cfg,acrobatm.png,/base/path/acrobatm.cfg
./dogfgt.zip,Acrobatic Dog-Fight,dogfgt.cfg,dogfgt.png,/base/path/dogfgt.cfg
./actfancr.zip,Act-Fancer: Cybernetick Hyper Weapon,actfancr.cfg,actfancr.png,/base/path/actfancr.cfg
./afighter.zip,Action Fighter,afighter.cfg,afighter.png,/base/path/afighter.cfg
./actionhw.zip,Action Hollywood,actionhw.cfg,actionhw.png,/base/path/actionhw.cfg
./hatena.zip,Adventure Quiz 2 - Hatena? no Daibouken,hatena.cfg,hatena.png,/base/path/hatena.cfg
./cworld2j.zip,Adventure Quiz: Capcom World,cworld2j.cfg,cworld2j.png,/base/path/cworld2j.cfg
./aerofgt.zip,Aero Fighters,aerofgt.cfg,aerofgt.png,/base/path/aerofgt.cfg
./sonicwi2.zip,Aero Fighters 2,sonicwi2.cfg,sonicwi2.png,/base/path/sonicwi2.cfg
./sonicwi3.zip,Aero Fighters 3,sonicwi3.cfg,sonicwi3.png,/base/path/sonicwi3.cfg
./formatz.zip,Aeroboto,formatz.cfg,formatz.png,/base/path/formatz.cfg
./aburner2.zip,After Burner II,aburner2.cfg,aburner2.png,/base/path/aburner2.cfg
./aoh.zip,Age of Heroes - Silkroad 2,aoh.cfg,aoh.png,/base/path/aoh.cfg
./superbon.zip,Agent Super Bond,superbon.cfg,superbon.png,/base/path/superbon.cfg
./aodk.zip,Aggressors of Dark Kombat,aodk.cfg,aodk.png,/base/path/aodk.cfg
./agress.zip,Agress - Missile Daisenryaku,agress.cfg,agress.png,/base/path/agress.cfg
./koshien.zip,Ah Eikou No Koshien,koshien.cfg,koshien.png,/base/path/koshien.cfg
./airass.zip,Air Assault,airass.cfg,airass.png,/base/path/airass.cfg
./airattck.zip,Air Attack,airattck.cfg,airattck.png,/base/path/airattck.cfg
./airbustr.zip,Air Buster: Trouble Specialty Raid Unit,airbustr.cfg,airbustr.png,/base/path/airbustr.cfg
./airduel.zip,Air Duel,airduel.cfg,airduel.png,/base/path/airduel.cfg
./agallet.zip,Air Gallet,agallet.cfg,agallet.png,/base/path/agallet.cfg
./arescue.zip,Air Rescue,arescue.cfg,arescue.png,/base/path/arescue.cfg
./airwolf.zip,Airwolf,airwolf.cfg,airwolf.png,/base/path/airwolf.cfg
./ajax.zip,Ajax,ajax.cfg,ajax.png,/base/path/ajax.cfg
./akatana.zip,Akai Katana,akatana.cfg,akatana.png,/base/path/akatana.cfg
./akkaarrh.zip,Akka Arrh,akkaarrh.cfg,akkaarrh.png,/base/path/akkaarrh.cfg
./alcon.zip,Slap Fight,alcon.cfg,alcon.png,/base/path/alcon.cfg
./alexkidd.zip,Alex Kidd: The Lost Stars,alexkidd.cfg,alexkidd.png,/base/path/alexkidd.cfg
./alibaba.zip,Ali Baba And 40 Thieves,alibaba.cfg,alibaba.png,/base/path/alibaba.cfg
./alienar.zip,Alien Arena,alienar.cfg,alienar.png,/base/path/alienar.cfg
./aliencha.zip,Alien Challenge,aliencha.cfg,aliencha.png,/base/path/aliencha.cfg
./alinvade.zip,Alien Invaders,alinvade.cfg,alinvade.png,/base/path/alinvade.cfg
./astorm.zip,Alien Storm,astorm.cfg,astorm.png,/base/path/astorm.cfg
./aliensyn.zip,Alien Syndrome,aliensyn.cfg,aliensyn.png,/base/path/aliensyn.cfg
./avsp.zip,Alien vs. Predator,avsp.cfg,avsp.png,/base/path/avsp.cfg
./alien3.zip,Alien3: The Gun,alien3.cfg,alien3.png,/base/path/alien3.cfg
./aliens.zip,Aliens,aliens.cfg,aliens.png,/base/path/aliens.cfg
./aligator.zip,Alligator Hunt,aligator.cfg,aligator.png,/base/path/aligator.cfg
./alpham2.zip,Alpha Mission II,alpham2.cfg,alpham2.png,/base/path/alpham2.cfg
./alpha1v.zip,Alpha One,alpha1v.cfg,alpha1v.png,/base/path/alpha1v.cfg
./alpine.zip,Alpine Ski,alpine.cfg,alpine.png,/base/path/alpine.cfg
./altbeast.zip,Altered Beast,altbeast.cfg,altbeast.png,/base/path/altbeast.cfg
./ambush.zip,Ambush,ambush.cfg,ambush.png,/base/path/ambush.cfg
./horshoes.zip,American Horseshoes,horshoes.cfg,horshoes.png,/base/path/horshoes.cfg
./amspdwy.zip,American Speedway,amspdwy.cfg,amspdwy.png,/base/path/amspdwy.cfg
./amidar.zip,Amidar,amidar.cfg,amidar.png,/base/path/amidar.cfg
./androdun.zip,Andro Dunos,androdun.cfg,androdun.png,/base/path/androdun.cfg
./androidp.zip,Android,androidp.cfg,androidp.png,/base/path/androidp.cfg
./angelkds.zip,Angel Kids,angelkds.cfg,angelkds.png,/base/path/angelkds.cfg
./cadanglr.zip,Angler Dangler,cadanglr.cfg,cadanglr.png,/base/path/cadanglr.cfg
./anteater.zip,Anteater,anteater.cfg,anteater.png,/base/path/anteater.cfg
./appoooh.zip,Appoooh,appoooh.cfg,appoooh.png,/base/path/appoooh.cfg
./aquajack.zip,Aqua Jack,aquajack.cfg,aquajack.png,/base/path/aquajack.cfg
./aquarium.zip,Aquarium,aquarium.cfg,aquarium.png,/base/path/aquarium.cfg
./arabian.zip,Arabian,arabian.cfg,arabian.png,/base/path/arabian.cfg
./arabfgt.zip,Arabian Fight,arabfgt.cfg,arabfgt.png,/base/path/arabfgt.cfg
./arabianm.zip,Arabian Magic,arabianm.cfg,arabianm.png,/base/path/arabianm.cfg
./arbalest.zip,Arbalester,arbalest.cfg,arbalest.png,/base/path/arbalest.cfg
./arcadecl.zip,Arcade Classics,arcadecl.cfg,arcadecl.png,/base/path/arcadecl.cfg
./archrivl.zip,Arch Rivals,archrivl.cfg,archrivl.png,/base/path/archrivl.cfg
./unsquad.zip,U.N. Squadron,unsquad.cfg,unsquad.png,/base/path/unsquad.cfg
./argus.zip,Argus,argus.cfg,argus.png,/base/path/argus.cfg
./argusg.zip,Argus,argusg.cfg,argusg.png,/base/path/argusg.cfg
./arkarea.zip,Ark Area,arkarea.cfg,arkarea.png,/base/path/arkarea.cfg
./arkanoid.zip,Arkanoid,arkanoid.cfg,arkanoid.png,/base/path/arkanoid.cfg
./arkretrn.zip,Arkanoid Returns,arkretrn.cfg,arkretrn.png,/base/path/arkretrn.cfg
./arknoid2.zip,Arkanoid - Revenge Of Doh,arknoid2.cfg,arknoid2.png,/base/path/arknoid2.cfg
./armwrest.zip,Arm Wrestling,armwrest.cfg,armwrest.png,/base/path/armwrest.cfg
./armedf.zip,Armed Formation,armedf.cfg,armedf.png,/base/path/armedf.cfg
./armorcar.zip,Armored Car,armorcar.cfg,armorcar.png,/base/path/armorcar.cfg
./armwar.zip,Armored Warriors,armwar.cfg,armwar.png,/base/path/armwar.cfg
./aof.zip,Art of Fighting,aof.cfg,aof.png,/base/path/aof.cfg
./aof2.zip,Art of Fighting 2,aof2.cfg,aof2.png,/base/path/aof2.cfg
./aof3.zip,Art of Fighting 3 : The Path of the Warrior,aof3.cfg,aof3.png,/base/path/aof3.cfg
./ashura.zip,Ashura Blaster,ashura.cfg,ashura.png,/base/path/ashura.cfg
./aso.zip,ASO: Armored Scrum Object,aso.cfg,aso.png,/base/path/aso.cfg
./assault.zip,Assault,assault.cfg,assault.png,/base/path/assault.cfg
./asterix.zip,Asterix,asterix.cfg,asterix.png,/base/path/asterix.cfg
./asteroid.zip,Asteroids,asteroid.cfg,asteroid.png,/base/path/asteroid.cfg
./astdelux.zip,Asteroids Deluxe,astdelux.cfg,astdelux.png,/base/path/astdelux.cfg
./castfant.zip,Astro Fantasia,castfant.cfg,castfant.png,/base/path/castfant.cfg
./asuka.zip,Asuka & Asuka,asuka.cfg,asuka.png,/base/path/asuka.cfg
./asurabld.zip,Asura Blade - Sword Of Dynasty,asurabld.cfg,asurabld.png,/base/path/asurabld.cfg
./asurabus.zip,Asura Buster - Eternal Warriors,asurabus.cfg,asurabus.png,/base/path/asurabus.cfg
./athena.zip,Athena,athena.cfg,athena.png,/base/path/athena.cfg
./atehate.zip,Athena No Hatena ?,atehate.cfg,atehate.png,/base/path/atehate.cfg
./atomicp.zip,Atomic Point,atomicp.cfg,atomicp.png,/base/path/atomicp.cfg
./robokid.zip,Atomic Robo-Kid,robokid.cfg,robokid.png,/base/path/robokid.cfg
./aurail.zip,Aurail,aurail.cfg,aurail.png,/base/path/aurail.cfg
./avengrgs.zip,Avengers In Galactic Storm,avengrgs.cfg,avengrgs.png,/base/path/avengrgs.cfg
./avspirit.zip,Avenging Spirit,avspirit.cfg,avspirit.png,/base/path/avspirit.cfg
./aztarac.zip,Aztarac,aztarac.cfg,aztarac.png,/base/path/aztarac.cfg
./azurian.zip,Azurian Attack,azurian.cfg,azurian.png,/base/path/azurian.cfg
./bang.zip,B-wings,bang.cfg,bang.png,/base/path/bang.cfg
./bwings.zip,B-wings,bwings.cfg,bwings.png,/base/path/bwings.cfg
./bcstry.zip,B.C. Story,bcstry.cfg,bcstry.png,/base/path/bcstry.cfg
./brapboys.zip,B.Rap Boys,brapboys.cfg,brapboys.png,/base/path/brapboys.cfg
./bonkadv.zip,B.C. Kid - Arcade Version,bonkadv.cfg,bonkadv.png,/base/path/bonkadv.cfg
./bssoccer.zip,Back Street Soccer,bssoccer.cfg,bssoccer.png,/base/path/bssoccer.cfg
./backfire.zip,Backfire!,backfire.cfg,backfire.png,/base/path/backfire.cfg
./baddudes.zip,Bad Dudes vs. Dragonninja,baddudes.cfg,baddudes.png,/base/path/baddudes.cfg
./badlands.zip,Bad Lands,badlands.cfg,badlands.png,/base/path/badlands.cfg
./bagman.zip,Bagman,bagman.cfg,bagman.png,/base/path/bagman.cfg
./bakatono.zip,Bakatonosama Mahjong Manyuuki,bakatono.cfg,bakatono.png,/base/path/bakatono.cfg
./bkrtmaq.zip,Bakuretsu Quiz Ma-q Dai Bouken,bkrtmaq.cfg,bkrtmaq.png,/base/path/bkrtmaq.cfg
./bakutotu.zip,Bakutotsu Kijuutei,bakutotu.cfg,bakutotu.png,/base/path/bakutotu.cfg
./balcube.zip,Bal Cube,balcube.cfg,balcube.png,/base/path/balcube.cfg
./ballbros.zip,Balloon Brothers,ballbros.cfg,ballbros.png,/base/path/ballbros.cfg
./baluba.zip,Baluba-louk No Densetsu,baluba.cfg,baluba.png,/base/path/baluba.cfg
./banbam.zip,Banbam,banbam.cfg,banbam.png,/base/path/banbam.cfg
./bangball.zip,Bang Bang Ball,bangball.cfg,bangball.png,/base/path/bangball.cfg
./b2b.zip,Bang Bang Busters,b2b.cfg,b2b.png,/base/path/b2b.cfg
./bangbead.zip,Bang Bead,bangbead.cfg,bangbead.png,/base/path/bangbead.cfg
./bankp.zip,Bank Panic,bankp.cfg,bankp.png,/base/path/bankp.cfg
./boonggab.zip,Boong-ga Boong-ga,boonggab.cfg,boonggab.png,/base/path/boonggab.cfg
./aliensec.zip,Alien Sector,aliensec.cfg,aliensec.png,/base/path/aliensec.cfg
./baryon.zip,Baryon: Future Assault,baryon.cfg,baryon.png,/base/path/baryon.cfg
./bstars2.zip,Baseball Stars 2,bstars2.cfg,bstars2.png,/base/path/bstars2.cfg
./bstars.zip,Baseball Stars Professional,bstars.cfg,bstars.png,/base/path/bstars.cfg
./batman.zip,Batman,batman.cfg,batman.png,/base/path/batman.cfg
./batrider.zip,Armed Police Batrider,batrider.cfg,batrider.png,/base/path/batrider.cfg
./batsugun.zip,Batsugun,batsugun.cfg,batsugun.png,/base/path/batsugun.cfg
./battlnts.zip,Battlantis,battlnts.cfg,battlnts.png,/base/path/battlnts.cfg
./bbakraid.zip,Battle Bakraid: Unlimited Version,bbakraid.cfg,bbakraid.png,/base/path/bbakraid.cfg
./senkyu.zip,Battle Balls,senkyu.cfg,senkyu.png,/base/path/senkyu.cfg
./bchopper.zip,Battle Chopper,bchopper.cfg,bchopper.png,/base/path/bchopper.cfg
./batcir.zip,Battle Circuit,batcir.cfg,batcir.png,/base/path/batcir.cfg
./vsbattlecity.zip,Vs. Battle City,vsbattlecity.cfg,vsbattlecity.png,/base/path/vsbattlecity.cfg
./battlex.zip,Battle Cross,battlex.cfg,battlex.png,/base/path/battlex.cfg
./bcruzm12.zip,Battle Cruiser M-12,bcruzm12.cfg,bcruzm12.png,/base/path/bcruzm12.cfg
./flipshot.zip,Battle Flip Shot,flipshot.cfg,flipshot.png,/base/path/flipshot.cfg
./bgaregga.zip,Battle Garegga,bgaregga.cfg,bgaregga.png,/base/path/bgaregga.cfg
./btlkroad.zip,Battle K-Road,btlkroad.cfg,btlkroad.png,/base/path/btlkroad.cfg
./battlane.zip,Battle Lane! Vol. 5,battlane.cfg,battlane.png,/base/path/battlane.cfg
./atlantis.zip,Battle of Atlantis,atlantis.cfg,atlantis.png,/base/path/atlantis.cfg
./bshark.zip,Battle Shark,bshark.cfg,bshark.png,/base/path/bshark.cfg
./btoads.zip,Battletoads,btoads.cfg,btoads.png,/base/path/btoads.cfg
./bzone.zip,Battle Zone,bzone.cfg,bzone.png,/base/path/bzone.cfg
./bayroute.zip,Bay Route,bayroute.cfg,bayroute.png,/base/path/bayroute.cfg
./bbusters.zip,Beast Busters,bbusters.cfg,bbusters.png,/base/path/bbusters.cfg
./bucky.zip,Bucky O'Hare,bucky.cfg,bucky.png,/base/path/bucky.cfg
./blswhstl.zip,Bells & Whistles,blswhstl.cfg,blswhstl.png,/base/path/blswhstl.cfg
./benberob.zip,Ben Bero Beh,benberob.cfg,benberob.png,/base/path/benberob.cfg
./bermudat.zip,Bermuda Triangle,bermudat.cfg,bermudat.png,/base/path/bermudat.cfg
./berzerk.zip,Berzerk,berzerk.cfg,berzerk.png,/base/path/berzerk.cfg
./bbbxing.zip,Best Bout Boxing,bbbxing.cfg,bbbxing.png,/base/path/bbbxing.cfg
./bestbest.zip,Best of Best,bestbest.cfg,bestbest.png,/base/path/bestbest.cfg
./bestri.zip,Bestri,bestri.cfg,bestri.png,/base/path/bestri.cfg
./bigbucks.zip,Big Bucks,bigbucks.cfg,bigbucks.png,/base/path/bigbucks.cfg
./bigkarnk.zip,Big Karnak,bigkarnk.cfg,bigkarnk.png,/base/path/bigkarnk.cfg
./bigrun.zip,Big Run,bigrun.cfg,bigrun.png,/base/path/bigrun.cfg
./bigstrik.zip,Big Striker,bigstrik.cfg,bigstrik.png,/base/path/bigstrik.cfg
./bigtwin.zip,Big Twin,bigtwin.cfg,bigtwin.png,/base/path/bigtwin.cfg
./bikkuric.zip,Bikkuri Card,bikkuric.cfg,bikkuric.png,/base/path/bikkuric.cfg
./bioatack.zip,Bio Attack,bioatack.cfg,bioatack.png,/base/path/bioatack.cfg
./bioship.zip,Bio-ship Paladin,bioship.cfg,bioship.png,/base/path/bioship.cfg
./biomtoy.zip,Biomechanical Toy,biomtoy.cfg,biomtoy.png,/base/path/biomtoy.cfg
./bionicc.zip,Bionic Commando,bionicc.cfg,bionicc.png,/base/path/bionicc.cfg
./birdtry.zip,Birdie Try,birdtry.cfg,birdtry.png,/base/path/birdtry.cfg
./birdiy.zip,Birdiy,birdiy.cfg,birdiy.png,/base/path/birdiy.cfg
./bishi.zip,Bishi Bashi Championship Mini Game Senshuken,bishi.cfg,bishi.png,/base/path/bishi.cfg
./blkheart.zip,Black Heart,blkheart.cfg,blkheart.png,/base/path/blkheart.cfg
./blkhole.zip,Black Hole,blkhole.cfg,blkhole.png,/base/path/blkhole.cfg
./blkpnthr.zip,Black Panther,blkpnthr.cfg,blkpnthr.png,/base/path/blkpnthr.cfg
./blktiger.zip,Black Tiger,blktiger.cfg,blktiger.png,/base/path/blktiger.cfg
./blackt96.zip,Black Touch '96,blackt96.cfg,blackt96.png,/base/path/blackt96.cfg
./bwidow.zip,Black Widow,bwidow.cfg,bwidow.png,/base/path/bwidow.cfg
./bmaster.zip,Blade Master,bmaster.cfg,bmaster.png,/base/path/bmaster.cfg
./bladestl.zip,Blades Of Steel,bladestl.cfg,bladestl.png,/base/path/bladestl.cfg
./blandia.zip,Blandia,blandia.cfg,blandia.png,/base/path/blandia.cfg
./blastoff.zip,Blast Off,blastoff.cfg,blastoff.png,/base/path/blastoff.cfg
./blasted.zip,Blasted,blasted.cfg,blasted.png,/base/path/blasted.cfg
./blaster.zip,Blaster,blaster.cfg,blaster.png,/base/path/blaster.cfg
./blstroid.zip,Blasteroids,blstroid.cfg,blstroid.png,/base/path/blstroid.cfg
./blasto.zip,Blasto,blasto.cfg,blasto.png,/base/path/blasto.cfg
./blazeon.zip,Blaze On,blazeon.cfg,blazeon.png,/base/path/blazeon.cfg
./blazer.zip,Blazer,blazer.cfg,blazer.png,/base/path/blazer.cfg
./blazstar.zip,Blazing Star,blazstar.cfg,blazstar.png,/base/path/blazstar.cfg
./blzntrnd.zip,Blazing Tornado,blzntrnd.cfg,blzntrnd.png,/base/path/blzntrnd.cfg
./block.zip,Block Block,block.cfg,block.png,/base/path/block.cfg
./blockcar.zip,Block Carnival,blockcar.cfg,blockcar.png,/base/path/blockcar.cfg
./blockgal.zip,Block Gal,blockgal.cfg,blockgal.png,/base/path/blockgal.cfg
./blockhl.zip,Block Hole,blockhl.cfg,blockhl.png,/base/path/blockhl.cfg
./blockout.zip,Block Out,blockout.cfg,blockout.png,/base/path/blockout.cfg
./blockade.zip,Blockade,blockade.cfg,blockade.png,/base/path/blockade.cfg
./blocken.zip,Blocken,blocken.cfg,blocken.png,/base/path/blocken.cfg
./blmbycar.zip,Blomby Car,blmbycar.cfg,blmbycar.png,/base/path/blmbycar.cfg
./bloodstm.zip,Blood Storm,bloodstm.cfg,bloodstm.png,/base/path/bloodstm.cfg
./bloodwar.zip,Blood Warrior,bloodwar.cfg,bloodwar.png,/base/path/bloodwar.cfg
./bloxeed.zip,Bloxeed,bloxeed.cfg,bloxeed.png,/base/path/bloxeed.cfg
./bluehawk.zip,Blue Hawk,bluehawk.cfg,bluehawk.png,/base/path/bluehawk.cfg
./blueprnt.zip,Blue Print,blueprnt.cfg,blueprnt.png,/base/path/blueprnt.cfg
./bjourney.zip,Blue's Journey,bjourney.cfg,bjourney.png,/base/path/bjourney.cfg
./bwcasino.zip,Boardwalk Casino,bwcasino.cfg,bwcasino.png,/base/path/bwcasino.cfg
./bodyslam.zip,Body Slam,bodyslam.cfg,bodyslam.png,/base/path/bodyslam.cfg
./bogeyman.zip,Bogey Manor,bogeyman.cfg,bogeyman.png,/base/path/bogeyman.cfg
./bace.zip,Boggy '84,bace.cfg,bace.png,/base/path/bace.cfg
./boggy84.zip,Boggy '84,boggy84.cfg,boggy84.png,/base/path/boggy84.cfg
./bombbee.zip,Bomb Bee,bombbee.cfg,bombbee.png,/base/path/bombbee.cfg
./bombjack.zip,Bomb Jack,bombjack.cfg,bombjack.png,/base/path/bombjack.cfg
./bjtwin.zip,Bombjack Twin,bjtwin.cfg,bjtwin.png,/base/path/bjtwin.cfg
./bombkick.zip,Bomb Kick,bombkick.cfg,bombkick.png,/base/path/bombkick.cfg
./bbmanw.zip,New Dyna Blaster - Global Quest,bbmanw.cfg,bbmanw.png,/base/path/bbmanw.cfg
./panicbom.zip,Panic Bomber,panicbom.cfg,panicbom.png,/base/path/panicbom.cfg
./bnzabros.zip,Bonanza Bros.,bnzabros.cfg,bnzabros.png,/base/path/bnzabros.cfg
./bongo.zip,Bongo,bongo.cfg,bongo.png,/base/path/bongo.cfg
./bonzeadv.zip,Bonze Adventure,bonzeadv.cfg,bonzeadv.png,/base/path/bonzeadv.cfg
./boogwing.zip,Boogie Wings,boogwing.cfg,boogwing.png,/base/path/boogwing.cfg
./boomrang.zip,Boomer Rang'r,boomrang.cfg,boomrang.png,/base/path/boomrang.cfg
./borench.zip,Borench,borench.cfg,borench.png,/base/path/borench.cfg
./botanic.zip,Botanic,botanic.cfg,botanic.png,/base/path/botanic.cfg
./bottom9.zip,Bottom Of The Ninth,bottom9.cfg,bottom9.png,/base/path/bottom9.cfg
./cbdash.zip,Boulder Dash,cbdash.cfg,cbdash.png,/base/path/cbdash.cfg
./bouldash.zip,Boulder Dash / Boulder Dash Part 2,bouldash.cfg,bouldash.png,/base/path/bouldash.cfg
./bballs.zip,Bouncing Balls,bballs.cfg,bballs.png,/base/path/bballs.cfg
./bowlrama.zip,Bowl-O-Rama,bowlrama.cfg,bowlrama.png,/base/path/bowlrama.cfg
./boxyboy.zip,Boxy Boy,boxyboy.cfg,boxyboy.png,/base/path/boxyboy.cfg
./bradley.zip,Bradley Trainer,bradley.cfg,bradley.png,/base/path/bradley.cfg
./brain.zip,Brain,brain.cfg,brain.png,/base/path/brain.cfg
./breakers.zip,Breakers,breakers.cfg,breakers.png,/base/path/breakers.cfg
./breakrev.zip,Breakers Revenge,breakrev.cfg,breakrev.png,/base/path/breakrev.cfg
./brkthru.zip,Break Thru,brkthru.cfg,brkthru.png,/base/path/brkthru.cfg
./bubl2000.zip,Bubble 2000,bubl2000.cfg,bubl2000.png,/base/path/bubl2000.cfg
./bublbob2.zip,Bubble Bobble II,bublbob2.cfg,bublbob2.png,/base/path/bublbob2.cfg
./bublbobl.zip,Bubble Bobble,bublbobl.cfg,bublbobl.png,/base/path/bublbobl.cfg
./bubblem.zip,Bubble Memories: The Story of Bubble Bobble III,bubblem.cfg,bubblem.png,/base/path/bubblem.cfg
./bubbletr.zip,Bubble Trouble,bubbletr.cfg,bubbletr.png,/base/path/bubbletr.cfg
./bubbles.zip,Bubbles,bubbles.cfg,bubbles.png,/base/path/bubbles.cfg
./buccanrs.zip,Buccaneers,buccanrs.cfg,buccanrs.png,/base/path/buccanrs.cfg
./buckrog.zip,Buck Rogers: Planet of Zoom,buckrog.cfg,buckrog.png,/base/path/buckrog.cfg
./buggychl.zip,Buggy Challenge,buggychl.cfg,buggychl.png,/base/path/buggychl.cfg
./bublbust.zip,Puzzle Bobble,bublbust.cfg,bublbust.png,/base/path/bublbust.cfg
./bullet.zip,Bullet,bullet.cfg,bullet.png,/base/path/bullet.cfg
./bullfgt.zip,Bullfight,bullfgt.cfg,bullfgt.png,/base/path/bullfgt.cfg
./btime.zip,BurgerTime,btime.cfg,btime.png,/base/path/btime.cfg
./cbtime.zip,Burger Time,cbtime.cfg,cbtime.png,/base/path/cbtime.cfg
./burglarx.zip,Burglar X,burglarx.cfg,burglarx.png,/base/path/burglarx.cfg
./brubber.zip,Bump 'n' Jump,brubber.cfg,brubber.png,/base/path/brubber.cfg
./cburnrub.zip,Burnin' Rubber (DECO Cassette),cburnrub.cfg,cburnrub.png,/base/path/cburnrub.cfg
